1.19
1.26
1.37
1.25
1.29
1.39
1.49
1.37
1.43
1.38
1.28
1.31
1.12
1.28
1.37
1.37
1.40
1.55
1.31
1.43
1.37
1.43
1.43
1.40
1.44
1.20
1.28
1.33
1.23
1.36
1.46
1.55
1.39
1.47
1.43
1.35
1.48
1.41
1.29
1.37
1.49
1.50
1.58
1.50
1.61
1.56
1.79
